file_name,pass,width,height,blur_score,reasons
101151@3_03001_220805_P1_T1.jpg,True,4032,3024,626.08,합격
101152@3_03001_220805_P1_T1.jpg,True,4032,3024,498.22,합격
101153@2_03001_220805_P1_T1.jpg,True,4032,3024,531.13,합격
101154@3_03001_220805_P1_T1.jpg,True,4032,3024,442.82,합격
101155@1_03001_220805_P1_T1.jpg,True,4032,3024,1173.1,합격
101156@3_03001_220805_P1_T1.jpg,True,4032,3024,278.73,합격
101157@2_03001_220805_P1_T1.jpg,True,4032,3024,721.17,합격
101158@2_03001_220805_P1_T1.jpg,True,4032,3024,355.34,합격
101160@1_03001_220805_P1_T1.jpg,True,4032,3024,1061.69,합격
101161@4_03001_220805_P1_T1.jpg,True,4032,3024,830.8,합격
101162@2_03001_220805_P1_T1.jpg,True,4032,3024,572.56,합격
101163@5_03001_220805_P1_T1.jpg,True,4032,3024,672.96,합격
101164@4_03001_220805_P1_T1.jpg,True,4032,3024,612.61,합격
101165@4_03001_220805_P1_T1.jpg,True,4032,3024,369.3,합격
101166@3_03001_220805_P1_T1.jpg,True,4032,3024,392.19,합격
101167@5_03001_220805_P1_T1.jpg,True,4032,3024,663.24,합격
101172@3_03001_220805_P1_T1.jpg,True,4032,3024,640.55,합격
101174@1_03001_220805_P1_T1.jpg,True,4032,3024,1014.38,합격
101175@3_03001_220805_P1_T1.jpg,True,4032,3024,457.25,합격
101176@2_03001_220805_P1_T1.jpg,True,4032,3024,527.27,합격
101177@4_03001_220805_P1_T1.jpg,True,4032,3024,667.23,합격
101178@1_03001_220805_P1_T1.jpg,True,4032,3024,654.05,합격
101179@3_03001_220805_P1_T1.jpg,True,4032,3024,703.8,합격
101180@5_03001_220805_P1_T1.jpg,True,4032,3024,678.71,합격
101181@5_03001_220805_P1_T1.jpg,True,4032,3024,539.36,합격
101182@3_03001_220805_P1_T1.jpg,True,4032,3024,829.82,합격
101184@1_03001_220805_P1_T1.jpg,True,4032,3024,901.84,합격
101185@5_03001_220805_P1_T1.jpg,True,4032,3024,684.04,합격
101186@3_03001_220805_P1_T1.jpg,True,4032,3024,624.04,합격
101187@4_03001_220805_P1_T1.jpg,True,4032,3024,576.41,합격
101188@4_03001_220805_P1_T1.jpg,True,4032,3024,462.91,합격
101189@2_03001_220805_P1_T1.jpg,True,4032,3024,607.24,합격
101190@2_03001_220805_P1_T1.jpg,True,4032,3024,570.89,합격
101191@1_03001_220805_P1_T1.jpg,True,4032,3024,1077.47,합격
101193@1_03001_220805_P1_T1.jpg,True,4032,3024,900.52,합격
101194@3_03001_220805_P1_T1.jpg,True,4032,3024,714.52,합격
101195@1_03001_220805_P1_T1.jpg,True,4032,3024,599.22,합격
101196@2_03001_220805_P1_T1.jpg,True,4032,3024,604.39,합격
101198@1_03001_220805_P1_T1.jpg,True,4032,3024,958.3,합격
101199@5_03001_220805_P1_T1.jpg,True,4032,3024,836.68,합격
101200@5_03001_220805_P1_T1.jpg,True,4032,3024,649.68,합격
101201@4_03001_220805_P1_T1.jpg,True,4032,3024,633.96,합격
101203@3_03001_220805_P1_T1.jpg,True,4032,3024,286.14,합격
101205@3_03001_220805_P1_T1.jpg,True,4032,3024,458.27,합격
101206@5_03001_220805_P1_T1.jpg,True,4032,3024,733.96,합격
101208@1_03001_220805_P1_T1.jpg,True,4032,3024,651.49,합격
101209@5_03001_220805_P1_T1.jpg,True,4032,3024,675.88,합격
101210@2_03001_220805_P1_T1.jpg,True,4032,3024,551.95,합격
101211@4_03001_220805_P1_T1.jpg,True,4032,3024,736.26,합격
101212@2_03001_220805_P1_T1.jpg,True,4032,3024,563.79,합격
101213@1_03001_220805_P1_T1.jpg,True,4032,3024,1036.68,합격
101215@5_03001_220805_P1_T1.jpg,True,4032,3024,748.74,합격
101216@4_03001_220805_P1_T1.jpg,True,4032,3024,776.65,합격
101217@3_03001_220805_P1_T1.jpg,True,4032,3024,614.05,합격
101219@5_03001_220805_P1_T1.jpg,True,4032,3024,562.16,합격
101223@4_03001_220805_P1_T1.jpg,True,4032,3024,503.52,합격
101225@5_03001_220805_P1_T1.jpg,True,4032,3024,667.18,합격
101226@4_03001_220805_P1_T1.jpg,True,4032,3024,565.45,합격
101227@1_03001_220805_P1_T1.jpg,True,4032,3024,875.09,합격
101230@3_03001_220805_P1_T1.jpg,True,4032,3024,417.41,합격
101233@1_03001_220805_P1_T1.jpg,True,4032,3024,746.24,합격
101234@2_03001_220805_P1_T1.jpg,True,4032,3024,517.59,합격
101235@2_03001_220805_P1_T1.jpg,True,4032,3024,281.46,합격
101237@4_03001_220805_P1_T1.jpg,True,4032,3024,674.36,합격
101238@1_03001_220805_P1_T1.jpg,True,4032,3024,612.19,합격
101242@3_03001_220805_P1_T1.jpg,True,4032,3024,577.38,합격
101243@4_03001_220805_P1_T1.jpg,True,4032,3024,650.26,합격
101245@1_03001_220805_P1_T1.jpg,True,4032,3024,570.42,합격
101246@2_03001_220805_P1_T1.jpg,True,4032,3024,409.46,합격
101247@1_03001_220805_P1_T1.jpg,True,4032,3024,1306.98,합격
101249@2_03001_220805_P1_T1.jpg,True,4032,3024,459.45,합격
101375@4_03001_220805_P1_T1.jpg,True,5664,3184,84.65,합격
101980@4_03001_220805_P1_T1.jpg,True,4032,3024,773.2,합격
101981@1_03001_220805_P1_T1.jpg,True,4032,3024,1175.59,합격
101982@5_03001_220805_P1_T1.jpg,True,4032,3024,639.62,합격
101983@3_03001_220805_P1_T1.jpg,True,4032,3024,571.15,합격
101984@5_03001_220805_P1_T1.jpg,True,4032,3024,532.1,합격
101986@1_03001_220805_P1_T1.jpg,True,4032,3024,1111.87,합격
101987@5_03001_220805_P1_T1.jpg,True,4032,3024,865.3,합격
101988@2_03001_220805_P1_T1.jpg,True,4032,3024,647.28,합격
101990@3_03001_220805_P1_T1.jpg,True,4032,3024,564.84,합격
101991@4_03001_220805_P1_T1.jpg,True,4032,3024,578.95,합격
101995@4_03001_220805_P1_T1.jpg,True,4032,3024,830.52,합격
101996@3_03001_220805_P1_T1.jpg,True,4032,3024,492.6,합격
101997@4_03001_220805_P1_T1.jpg,True,4032,3024,740.19,합격
101998@5_03001_220805_P1_T1.jpg,True,4032,3024,784.04,합격
101999@5_03001_220805_P1_T1.jpg,True,4032,3024,797.66,합격
102000@3_03001_220805_P1_T1.jpg,True,4032,3024,618.67,합격
102001@4_03001_220805_P1_T1.jpg,True,4032,3024,725.69,합격
102003@2_03001_220805_P1_T1.jpg,True,4032,3024,613.26,합격
102004@1_03001_220805_P1_T1.jpg,True,4032,3024,1285.04,합격
102006@1_03001_220805_P1_T1.jpg,True,4032,3024,710.92,합격
102008@5_03001_220805_P1_T1.jpg,True,4032,3024,857.66,합격
102009@3_03001_220805_P1_T1.jpg,True,4032,3024,746.9,합격
102010@4_03001_220805_P1_T1.jpg,True,4032,3024,536.53,합격
102011@3_03001_220805_P1_T1.jpg,True,4032,3024,374.31,합격
102012@5_03001_220805_P1_T1.jpg,True,4032,3024,730.15,합격
102014@1_03001_220805_P1_T1.jpg,True,4032,3024,598.45,합격
102015@3_03001_220805_P1_T1.jpg,True,4032,3024,355.41,합격
102017@4_03001_220805_P1_T1.jpg,True,4032,3024,711.57,합격
102018@3_03001_220805_P1_T1.jpg,True,4032,3024,711.97,합격
102020@4_03001_220805_P1_T1.jpg,True,4032,3024,716.03,합격
102021@3_03001_220805_P1_T1.jpg,True,4032,3024,534.74,합격
102026@1_03001_220805_P1_T1.jpg,True,4032,3024,1217.97,합격
102027@5_03001_220805_P1_T1.jpg,True,4032,3024,729.44,합격
102028@3_03001_220805_P1_T1.jpg,True,4032,3024,850.5,합격
102029@2_03001_220805_P1_T1.jpg,True,4032,3024,538.8,합격
102031@5_03001_220805_P1_T1.jpg,True,4032,3024,660.7,합격
102032@2_03001_220805_P1_T1.jpg,True,4032,3024,1155.67,합격
102033@2_03001_220805_P1_T1.jpg,True,4032,3024,516.26,합격
102034@1_03001_220805_P1_T1.jpg,True,4032,3024,1020.76,합격
102036@4_03001_220805_P1_T1.jpg,True,4032,3024,830.26,합격
102037@3_03001_220805_P1_T1.jpg,True,4032,3024,609.38,합격
102038@2_03001_220805_P1_T1.jpg,True,4032,3024,531.99,합격
102039@1_03001_220805_P1_T1.jpg,True,4032,3024,1044.15,합격
102040@5_03001_220805_P1_T1.jpg,True,4032,3024,539.06,합격
102041@2_03001_220805_P1_T1.jpg,True,4032,3024,793.54,합격
102044@1_03001_220805_P1_T1.jpg,True,4032,3024,1068.67,합격
102045@2_03001_220805_P1_T1.jpg,True,4032,3024,599.69,합격
102046@2_03001_220805_P1_T1.jpg,True,4032,3024,440.0,합격
102047@3_03001_220805_P1_T1.jpg,True,4032,3024,678.46,합격
102048@1_03001_220805_P1_T1.jpg,True,4032,3024,999.3,합격
102050@4_03001_220805_P1_T1.jpg,True,4032,3024,475.38,합격
102051@5_03001_220805_P1_T1.jpg,True,4032,3024,885.35,합격
102052@2_03001_220805_P1_T1.jpg,True,4032,3024,663.62,합격
102053@3_03001_220805_P1_T1.jpg,True,4032,3024,684.33,합격
102054@5_03001_220805_P1_T1.jpg,True,4032,3024,843.77,합격
102058@4_03001_220805_P1_T1.jpg,True,4032,3024,645.28,합격
102060@2_03001_220805_P1_T1.jpg,True,4032,3024,665.46,합격
102061@1_03001_220805_P1_T1.jpg,True,4032,3024,1156.51,합격
102062@1_03001_220805_P1_T1.jpg,True,4032,3024,899.79,합격
102063@5_03001_220805_P1_T1.jpg,True,4032,3024,737.66,합격
102065@2_03001_220805_P1_T1.jpg,True,4032,3024,441.94,합격
102066@3_03001_220805_P1_T1.jpg,True,4032,3024,682.72,합격
102067@2_03001_220805_P1_T1.jpg,True,4032,3024,444.23,합격
102068@3_03001_220805_P1_T1.jpg,True,4032,3024,653.75,합격
102069@5_03001_220805_P1_T1.jpg,True,4032,3024,688.57,합격
102070@1_03001_220805_P1_T1.jpg,True,4032,3024,1022.71,합격
102071@3_03001_220805_P1_T1.jpg,True,4032,3024,697.11,합격
102073@1_03001_220805_P1_T1.jpg,True,4032,3024,1147.07,합격
102074@5_03001_220805_P1_T1.jpg,True,4032,3024,823.99,합격
102077@4_03001_220805_P1_T1.jpg,True,4032,3024,514.37,합격
102079@3_03001_220805_P1_T1.jpg,True,4032,3024,329.52,합격
102080@1_03001_220805_P1_T1.jpg,True,4032,3024,1289.67,합격
102081@5_03001_220805_P1_T1.jpg,True,4032,3024,844.77,합격
102082@2_03001_220805_P1_T1.jpg,True,4032,3024,604.69,합격
102083@3_03001_220805_P1_T1.jpg,True,4032,3024,790.21,합격
102084@2_03001_220805_P1_T1.jpg,True,4032,3024,594.42,합격
102085@1_03001_220805_P1_T1.jpg,True,4032,3024,991.91,합격
102086@2_03001_220805_P1_T1.jpg,True,4032,3024,545.13,합격
102088@5_03001_220805_P1_T1.jpg,True,4032,3024,833.29,합격
102091@1_03001_220805_P1_T1.jpg,True,4032,3024,770.69,합격
102092@5_03001_220805_P1_T1.jpg,True,4032,3024,751.24,합격
102094@3_03001_220805_P1_T1.jpg,True,4032,3024,710.71,합격
102099@4_03001_220805_P1_T1.jpg,True,4032,3024,693.24,합격
102100@2_03001_220805_P1_T1.jpg,True,4032,3024,380.95,합격
102101@3_03001_220805_P1_T1.jpg,True,4032,3024,762.93,합격
102102@1_03001_220805_P1_T1.jpg,True,4032,3024,918.25,합격
102103@2_03001_220805_P1_T1.jpg,True,4032,3024,600.84,합격
102104@1_03001_220805_P1_T1.jpg,True,4032,3024,1024.1,합격
102106@4_03001_220805_P1_T1.jpg,True,4032,3024,591.95,합격
102107@3_03001_220805_P1_T1.jpg,True,4032,3024,472.09,합격
102108@2_03001_220805_P1_T1.jpg,True,4032,3024,480.29,합격
102109@5_03001_220805_P1_T1.jpg,True,4032,3024,612.91,합격
102110@5_03001_220805_P1_T1.jpg,True,4032,3024,658.93,합격
102111@4_03001_220805_P1_T1.jpg,True,4032,3024,565.98,합격
102113@2_03001_220805_P1_T1.jpg,True,4032,3024,697.59,합격
102114@5_03001_220805_P1_T1.jpg,True,4032,3024,671.34,합격
102115@4_03001_220805_P1_T1.jpg,True,4032,3024,715.22,합격
102116@3_03001_220805_P1_T1.jpg,True,4032,3024,721.12,합격
102118@3_03001_220805_P1_T1.jpg,True,4032,3024,700.23,합격
102119@5_03001_220805_P1_T1.jpg,True,4032,3024,423.13,합격
102122@1_03001_220805_P1_T1.jpg,True,4032,3024,1166.06,합격
102123@1_03001_220805_P1_T1.jpg,True,4032,3024,1243.33,합격
102125@5_03001_220805_P1_T1.jpg,True,4032,3024,822.01,합격
102126@4_03001_220805_P1_T1.jpg,True,4032,3024,661.7,합격
102127@2_03001_220805_P1_T1.jpg,True,4032,3024,442.14,합격
102128@1_03001_220805_P1_T1.jpg,True,4032,3024,973.69,합격
102129@4_03001_220805_P1_T1.jpg,True,4032,3024,696.82,합격
102600@1_03001_220809_P1_T1.jpg,True,4000,2250,2124.0,합격
102601@3_03001_220809_P1_T1.jpg,True,4000,2250,114.34,합격
102604@5_03001_220809_P1_T1.jpg,True,4000,2250,213.13,합격
102605@4_03001_220809_P1_T1.jpg,True,4000,2250,131.78,합격
102606@4_03001_220809_P1_T1.jpg,True,4000,2250,115.94,합격
102608@2_03001_220809_P1_T1.jpg,True,4000,2250,242.73,합격
102609@2_03001_220809_P1_T1.jpg,True,4000,2250,382.05,합격
102611@2_03001_220809_P1_T1.jpg,True,4000,2250,283.36,합격
102612@1_03001_220809_P1_T1.jpg,True,4000,2250,679.26,합격
102613@4_03001_220809_P1_T1.jpg,True,4000,2250,564.94,합격
102614@5_03001_220809_P1_T1.jpg,True,4000,2250,125.49,합격
102616@3_03001_220809_P1_T1.jpg,True,4000,2250,262.87,합격
102619@1_03001_220809_P1_T1.jpg,True,4000,2250,90.51,합격
102620@1_03001_220809_P1_T1.jpg,True,4000,2250,138.51,합격
102621@1_03001_220809_P1_T1.jpg,True,4000,2250,334.52,합격
102622@5_03001_220809_P1_T1.jpg,True,4000,2250,217.79,합격
102623@5_03001_220809_P1_T1.jpg,True,4000,2250,209.08,합격
102624@2_03001_220809_P1_T1.jpg,True,4000,2250,105.14,합격
102625@2_03001_220809_P1_T1.jpg,True,4000,2250,175.32,합격
102626@5_03001_220809_P1_T1.jpg,True,4000,2250,101.0,합격
102627@5_03001_220809_P1_T1.jpg,True,4000,2250,294.29,합격
102628@3_03001_220809_P1_T1.jpg,True,4000,2250,252.75,합격
102629@2_03001_220809_P1_T1.jpg,True,4000,2250,256.26,합격
102630@2_03001_220809_P1_T1.jpg,True,4000,2250,307.47,합격
102632@1_03001_220809_P1_T1.jpg,True,4000,2250,726.2,합격
102633@1_03001_220809_P1_T1.jpg,True,4000,2250,95.73,합격
102635@1_03001_220809_P1_T1.jpg,True,4000,2250,343.74,합격
102636@5_03001_220809_P1_T1.jpg,True,4000,2250,105.53,합격
102638@5_03001_220809_P1_T1.jpg,True,4000,2250,155.31,합격
102639@1_03001_220809_P1_T1.jpg,True,4000,2250,366.48,합격
102641@2_03001_220809_P1_T1.jpg,True,4000,2250,106.13,합격
102642@2_03001_220809_P1_T1.jpg,True,4000,2250,425.45,합격
102643@2_03001_220809_P1_T1.jpg,True,4000,2250,152.4,합격
102644@3_03001_220809_P1_T1.jpg,True,4000,2250,441.69,합격
102645@1_03001_220809_P1_T1.jpg,True,4000,2250,285.78,합격
102647@2_03001_220809_P1_T1.jpg,True,4000,2250,269.91,합격
102648@3_03001_220809_P1_T1.jpg,True,4000,2250,279.84,합격
102649@1_03001_220809_P1_T1.jpg,True,4000,2250,304.5,합격
102650@3_03001_220809_P1_T1.jpg,True,4000,2250,154.54,합격
102651@3_03001_220809_P1_T1.jpg,True,4000,2250,319.81,합격
102652@3_03001_220809_P1_T1.jpg,True,4000,2250,144.77,합격
102655@4_03001_220809_P1_T1.jpg,True,4000,2250,125.61,합격
102656@4_03001_220809_P1_T1.jpg,True,4000,2250,139.71,합격
102658@4_03001_220809_P1_T1.jpg,True,4000,2250,334.93,합격
102659@4_03001_220809_P1_T1.jpg,True,4000,2250,243.5,합격
102661@4_03001_220809_P1_T1.jpg,True,4000,2250,100.83,합격
102663@4_03001_220809_P1_T1.jpg,True,4000,2250,94.76,합격
102667@5_03001_220809_P1_T1.jpg,True,4000,2250,203.65,합격
102669@5_03001_220809_P1_T1.jpg,True,4000,2250,132.37,합격
102670@4_03001_220809_P1_T1.jpg,True,4000,2250,171.49,합격
102671@3_03001_220809_P1_T1.jpg,True,4000,2250,177.56,합격
102672@3_03001_220809_P1_T1.jpg,True,4000,2250,170.42,합격
102674@1_03001_220809_P1_T1.jpg,True,4000,2250,258.55,합격
102675@4_03001_220809_P1_T1.jpg,True,4000,2250,138.51,합격
102676@1_03001_220809_P1_T1.jpg,True,4000,2250,601.4,합격
102679@5_03001_220809_P1_T1.jpg,True,4000,2250,192.94,합격
102680@2_03001_220809_P1_T1.jpg,True,4000,2250,164.81,합격
102681@5_03001_220809_P1_T1.jpg,True,4000,2250,232.21,합격
102682@4_03001_220809_P1_T1.jpg,True,4000,2250,128.07,합격
102683@4_03001_220809_P1_T1.jpg,True,4000,2250,186.52,합격
102684@5_03001_220809_P1_T1.jpg,True,4000,2250,191.83,합격
102685@3_03001_220809_P1_T1.jpg,True,4000,2250,258.92,합격
102686@2_03001_220809_P1_T1.jpg,True,4000,2250,190.38,합격
102687@5_03001_220809_P1_T1.jpg,True,4000,2250,376.58,합격
102689@4_03001_220809_P1_T1.jpg,True,4000,2250,256.99,합격
102690@1_03001_220809_P1_T1.jpg,True,4000,2250,555.0,합격
102691@4_03001_220809_P1_T1.jpg,True,4000,2250,933.32,합격
102692@5_03001_220809_P1_T1.jpg,True,4000,2250,480.1,합격
102694@1_03001_220809_P1_T1.jpg,True,4000,2250,177.17,합격
102695@4_03001_220809_P1_T1.jpg,True,4000,2250,1420.8,합격
102698@2_03001_220809_P1_T1.jpg,True,4000,2250,298.07,합격
102699@2_03001_220809_P1_T1.jpg,True,4000,2250,499.23,합격
102700@5_03001_220809_P1_T1.jpg,True,4000,2250,898.57,합격
102701@2_03001_220809_P1_T1.jpg,True,4000,2250,274.49,합격
102702@1_03001_220809_P1_T1.jpg,True,4000,2250,123.55,합격
102703@2_03001_220809_P1_T1.jpg,True,4000,2250,394.46,합격
102704@3_03001_220809_P1_T1.jpg,True,4000,2250,121.12,합격
102705@3_03001_220809_P1_T1.jpg,True,4000,2250,174.42,합격
102706@1_03001_220809_P1_T1.jpg,True,4000,2250,456.27,합격
102707@3_03001_220809_P1_T1.jpg,True,4000,2250,448.41,합격
102708@3_03001_220809_P1_T1.jpg,True,4000,2250,203.55,합격
102710@3_03001_220809_P1_T1.jpg,True,4000,2250,234.99,합격
102711@3_03001_220809_P1_T1.jpg,True,4000,2250,289.93,합격
102712@4_03001_220809_P1_T1.jpg,True,4000,2250,84.25,합격
102714@4_03001_220809_P1_T1.jpg,True,4000,2250,166.58,합격
102716@3_03001_220809_P1_T1.jpg,True,4000,2250,539.97,합격
102717@4_03001_220809_P1_T1.jpg,True,4000,2250,286.57,합격
102719@4_03001_220809_P1_T1.jpg,True,4000,2250,215.53,합격
102720@5_03001_220809_P1_T1.jpg,True,4000,2250,199.99,합격
102722@5_03001_220809_P1_T1.jpg,True,4000,2250,93.43,합격
102723@4_03001_220809_P1_T1.jpg,True,4000,2250,698.83,합격
102724@5_03001_220809_P1_T1.jpg,True,4000,2250,194.0,합격
102727@5_03001_220809_P1_T1.jpg,True,4000,2250,113.07,합격
102728@4_03001_220809_P1_T1.jpg,True,4000,2250,258.4,합격
102729@5_03001_220809_P1_T1.jpg,True,4000,2250,129.3,합격
102730@1_03001_220809_P1_T1.jpg,True,4000,2250,260.02,합격
102731@1_03001_220809_P1_T1.jpg,True,4000,2250,481.93,합격
102732@3_03001_220809_P1_T1.jpg,True,4000,2250,1162.32,합격
102734@1_03001_220809_P1_T1.jpg,True,4000,2250,263.96,합격
102738@1_03001_220809_P1_T1.jpg,True,4000,2250,437.19,합격
102739@5_03001_220809_P1_T1.jpg,True,4000,2250,238.81,합격
102740@2_03001_220809_P1_T1.jpg,True,4000,2250,293.53,합격
102741@1_03001_220809_P1_T1.jpg,True,4000,2250,84.45,합격
102742@5_03001_220809_P1_T1.jpg,True,4000,2250,134.64,합격
102743@2_03001_220809_P1_T1.jpg,True,4000,2250,188.03,합격
102745@2_03001_220809_P1_T1.jpg,True,4000,2250,2026.69,합격
102746@2_03001_220809_P1_T1.jpg,True,4000,2250,156.92,합격
102747@2_03001_220809_P1_T1.jpg,True,4000,2250,257.35,합격
102749@2_03001_220809_P1_T1.jpg,True,4000,2250,295.17,합격
102750@2_03001_220809_P1_T1.jpg,True,4000,2250,257.92,합격
102752@2_03001_220809_P1_T1.jpg,True,4000,2250,199.45,합격
102754@3_03001_220809_P1_T1.jpg,True,4000,2250,114.63,합격
